Code postal,departement,dep_nom,Nom de la structure,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo
85120,85,Vendée,La Châtaigneraie,7 Place de la République 85120 La Châtaigneraie,,https://www.facebook.com/MSAPCHATIAGNERAIE85/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
85140,85,Vendée,cyber centre,Place de la Mairie (Les Essarts) 85140 Essarts en Bocage,,https://www.essartsenbocage.fr/?s=cybercentre,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
85180,85,Vendée,Bibliothèque Michel Raimbaud,Boulevard des Anciens Combattants Afn 85180 Château-d'Olonne,02 51 32 96 73,https://www.lessablesdolonne.fr/culture-patrimoine/culture/mediatheque-michel-raimbaud,Responsable Mme. Nathalie Brosseau,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,Tout public,Tp,,,
85190,85,Vendée,CYBER ESPACE,Rue de Lattre de Tassigny 85190 Venansault,02 51 07 32 10,http://annuaire.mediation-numerique.fr/epn_615.html?edit=1,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
85190,85,Vendée,Cyberclub-Acces,10 Rue du Calvaire 85190 Maché,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
85200,85,Vendée,Foyer Sud Vendée les 3 Portes-PIJ,16 Rue des Gravants 85200 Fontenay-le-Comte,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
85210,85,Vendée,Maison de services au public,41 BIS Rue Georges Clemenceau 85210 Sainte-Hermine,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
85300,85,Vendée,Cybercentre de la ville de Challans,Boulevard René Bazin 85300 Challans,,https://www.challans.fr/culture/mediatheque-diderot/cybercentre,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
85350,85,Vendée,Espace Numérique – Pôle Économique,49 Rue des Bossilles 85350 L'île-d'Yeu,02 51 59 44 76,https://www.mairie.ile-yeu.fr/espace-numerique/?fbclid=IwAR2wcC7Y1HlsWZXodjhC7d5BRjVEQNki89Uh544-PWzsbf4sYp7KvT2MEX0,,ern@ile-yeu.fr,sensibiliser et d’initier à Internet & au multimédia et à la bureautique. Cet espace n’est pas un centre de formation au sens strict. Néanmoins il certifie de la maîtrise de certaines aptitudes. C’est avant tout un lieu de vie qui offre des outils de déve,,,,,,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
85400,85,Vendée,Campus Foyer des jeunes,6 Rue Saint-Mathurin 85400 Luron,02 51 56 03 66,http://www.le-campus.org/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
85440,85,Vendée,Cybercentre du Talmondais (ERN),8 Rue de l'Hôtel de Ville 85440 Talmont-Saint-Hilaire,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
85450,85,Vendée,Bibliothèque municipale,Rue du Puits Chioux 85450 Champagné-les-Marais,,http://www.champagnelesmarais.fr/bibilthequemunicipale.html,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
85450,85,Vendée,Maison de services au public,43 BIS Rue du 11 Novembre 85450 Chaillé-les-Marais,02 51 56 70 88,https://www.maisondeservicesaupublic.fr/content/chaille-les-marais,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,C'est pour tous les habitants,Tp,,,
85490,85,Vendée,Maison de services au public,Rue de la Combe 85490 Benet,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
85500,85,Vendée,Cybercentre Les Herbiers,Rue de l'Etenduère 85500 Les Herbiers,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
85540,85,Vendée,Maison France Services - Vendée Gran Littoral,"rue du Maréchal Ferrant - 85540 MOUTIERS LES MAUXFAITS
",,www.vendeegrandlittoral.fr,,msap@vendeegrandlittoral.fr,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
85 540,85,Vendée,France Services,2 RUE DU CHEMIN DE FER - MOUTIERS LES MAUXFAITS,02 44 41 80 30,CTROGER@VENDEEGRANDLITTORAL.FR,TROGER CHRISTELLE,CTROGER@VENDEEGRANDLITTORAL.FR,"Premiers pas sur internet
Démarches administratives en ligne",,"Formations collectives
Accompagnements individuels
Autonomie",,GRATUIT / SANS RENDEZ-VOUS / INSCRIPTION POUR LES ATELIERS / RESIDER SUR LE TERRITOIRE INTERCOMMUNAL,G,Tous publics,Tp,Non,27/02/2020,
85670,85,Vendée,la MSA,Rue Georges Clemenceau 85670 Palluau,,,la conseillière départementale,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
85700,85,Vendée,Cybercentre du Pays de Pouzauges,Route de Linaudière 85700 Pouzauges,,http://annuaire.mediation-numerique.fr/epn_1371.html,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
85700,85,Vendée,Maison de services au public,La Fournière 85700 Pouzauges,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
