,departement,dep_nom,Nom lieu,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo
49700,49,Maine-et-Loire,Médiathèque de Doué-en-Anjou,3 Place Théophane Venard 49700 Doué-la-Fontaine,02 41 59 18 53,https://www.doue-en-anjou.fr/fr/mon-quotidien/culture/mediatheque-p274.html,NC,NC,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Culture numérique  Lecture & activités,PrMa--PrLo--PrIn--CuNu--LeAc,Accompagnements collectifs Autonomie,AcCo- Au,Gratuit,G,Tout public,Tp,Non,,
49700,49,Maine-et-Loire,MSA Agence Saumurois/ Layon,4 Rue Saint Denis 49700 Doué-en-Anjou,02 41 31 75 35,NC,NC,NC,Démarches administratives en ligne,DeAd,Autonomie  Accompagnements individuels,AcIn- Au,Gratuit,G,Tout public,Tp,Non,,
49730,49,Maine-et-Loire,Club Informatique RAVI,10 B Rue de la Loire 49730 Varennes-sur-Loire,02 41 67 34 2702 41 53 67 65,http://ravi.varennes.pagesperso-orange.fr/,NR,ravi.varennes@orange.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,NR,NR,
49770,49,Maine-et-Loire,CCAS Longuenée-en-Anjou,Place Eric Tabarly 49770 La Membrolles-sur-Longuenée,02 41 32 67 58,https://www.longuenee-en-anjou.fr/presentation-du-ccas/,NC,NC,Premiers pas sur internet  Culture numérique,PrIn--CuNu,Autonomie  Accompagnements individuels,AcIn- Au,Gratuit,G,Tout public,Tp,Non,,
49770,49,Maine-et-Loire,Mairie de la Meignanne,27 Rue de la Mairie 49770 La Meignanne,02 41 32 68 13,NC,NC,NC,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd,Accompagnements individuels,AcIn,Gratuit,G,Tout public,Tp,Non,,
49770,49,Maine-et-Loire,Mairie de la Membrolle-sur-Longuenée,Place Éric Tabarly 49770 La Membrolles-sur-Longuenée,02 41 32 67 58,https://www.longuenee-en-anjou.fr/profils/la-membrolles-sur-longuenee/,NC,NC,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd,Accompagnements individuels Inititiations,AcIn- In,Gratuit,G,Tout public,Tp,Non,,
49770,49,Maine-et-Loire,Mairie de Pruillé,Square Luc Durand 49770 Pruillé,02 41 32 67 29,NC,NC,NC,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd,Accompagnements individuels Initiations,AcIn- In,Gratuit,G,Tout public,Tp,Non,,
49770,49,Maine-et-Loire,Mairie du Plessis Macé,1 Rue d'Anjou 49770 Le Plessis-Macé,02 41 32 67 94,NC,NC,NC,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd,Accompagnements individuels Initiations,AcIn- In,Gratuit,G,Tout public,Tp,Non,,
49800,49,Maine-et-Loire,AICLA,8 rue de bellevue 49800,07 83 98 18 5402 41 68 15 72,https://aicla.fr ,Maxime CADi,vlan@aicla.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Adhesion Gratuit (+ de 60 ans) Payant,CondP,Tout public Seniors ,Tp- S,Non,17/06/2020,https://www.aicla.fr/wp-content/themes/aicla/dist/images/logo/logo_aicla.svg
49800,49,Maine-et-Loire,Association Vivre ensemble,61 Rue de Valongo 49800 Trélazé,02 41 34 18 34,https://vivre-ensemble-trelaze.centres-sociaux.fr/,NC,vivre-ensemble@wanadoo.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Culture numérique,PrMa--PrLo--PrIn--CuNu,Accompagnements individuels Accompagnements collectifs,AcCo- AcIn,Gratuit,G,Tout public,Tp,Non,,
49800,49,Maine-et-Loire,Bibliothèque Au Fil des Mots,Rue Ligérienne 49800 La Daguenière,02 41 95 88 5607 83 98 18 54,http://mediatheques-loire-authion.fr/?id_profil=42www.aicla.fr ,CADI Maxime,bm.la.dagueniere@gmail.comvlan@aicla.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Initiations / Formations :Adhésion obligatoire :15€/an/familles de Loire-Authion20€/an/familles hors Loire-Authion30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).10€/an/individuel pour les + 60 ansTarif Activité  se renseigner auprès de l'animateur.,P,Tout public,Tp,Non,,
49800,49,Maine-et-Loire,Bibliothèque Entre Loire et Authion,Rue de la Salette - 49800 La Bohalle - Loire-Authion,07 83 98 18 5402 41 74 69 24,www.aicla.fr http://mediatheques-loire-authion.fr/?id_profil=41,CADI Maxime,vlan@aicla.frbiblio-labohalle@laposte.net,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Initiations / Formations :Adhésion obligatoire :15€/an/familles de Loire-Authion20€/an/familles hors Loire-Authion30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).10€/an/individuel pour les + 60 ansTarif Activité  se renseigner auprès de l'animateur.,,Tous publics,Tp,Demande d'éligibilité en cours,27/02/2020,
49800,49,Maine-et-Loire,Médiathèque Au Fil des Pages,Espace Culturel  9 rue du Parc - 49800 Andard - Loire-Authion,07 83 98 18 54,www.aicla.fr ,CADI Maxime,vlan@aicla.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Initiations / Formations :Adhésion obligatoire :15€/an/familles de Loire-Authion20€/an/familles hors Loire-Authion30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).10€/an/individuel pour les + 60 ansTarif Activité  se renseigner auprès de l'animateur.,,Tous publics,Tp,Demande d'éligibilité en cours,27/02/2024,
49800,49,Maine-et-Loire,Médiathèque des 4 vents,2 rue de la Croix de Bois - 49800 Brain-sur-l'Authion - Loire-Authion,07 83 98 18 54,www.aicla.fr ,CADI Maxime,vlan@aicla.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Initiations / Formations :Adhésion obligatoire :15€/an/familles de Loire-Authion20€/an/familles hors Loire-Authion30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).10€/an/individuel pour les + 60 ansTarif Activité  se renseigner auprès de l'animateur.,,Tous publics,Tp,Demande d'éligibilité en cours,27/02/2025,
49800,49,Maine-et-Loire,Médiathèque Hervé-Bazin,Chemin de la Maraîchère 49800 Trélazé,02 41 69 19 64,http://www.mediatheque-trelaze.fr/,NC,NC,Lecture & activités,LeAc,Initiations Autonomie,In- Au,Gratuit,G,Tout public,Tp,Non,,
49800,49,Maine-et-Loire,Point Cyb La Bohalle,Passage de la Mairie (La Daguenière) 49800 Loire-Authion,NR,NR,NR,NR,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,NR,NR,
53000,53,Mayenne,ADMR de la Mayenne,18 rue des Drs Calmette et Guerin 53000 Laval,02 43 59 17 40,https://www.admr53.fr/,Anne Flore DELCROIX,adelcroix@fede53.admr.org,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
53000,53,Mayenne,Avenir Formation,138 Avenue des Français libres 53000 LAVAL,02 43 56 59 31,http://avenirformation53.fr/,Nathalie Leray,nathalie.leray@avenirformation53.fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
53000,53,Mayenne,Caf de la Mayenne,11 quai Paul Boudet 53000 Laval,02 43 67 76 21,http://caf.fr,Sébastien Hamelet,Sebastien.hamelet@caflaval.cnafmail.fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
53000,53,Mayenne,Cap Emploi 53,40 rue Albert Einstein 53000 Laval,02 43 56 66 63,https://www.capemploi-53.com/,Roseline DUPUIS,r.dupuis@capemploi53.com,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
53000,53,Mayenne,Carsat Pays de la Loire,37 Boulevard Montmorency 53000 Laval,02 43 67 84 60,https://www.carsat-pl.fr/,Sylvie GASNERAY,sylvie.gasneray@carsat-pl.fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
53000,53,Mayenne,CPAM de la Mayenne,37  boulevard Montmorency 53000 Laval,3646,http://www.ameli.fr,Frédéric DESMOTS,frederic.desmots@assurance-maladie.fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
53000,53,Mayenne,EDI A la Croisée,8  rue du pin doré 53000 Laval,02 43 49 17 16,http://www.insertion53.fr/Les-actions/Vie-sociale/Les-espaces-de-decouvertes-et-d-initiatives/A-La-Croisee,Fabienne GERY,fabienne.gery-alacroisee@orange.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
53000,53,Mayenne,Générations Mouvement Fédération 53,76 Boulevard Lucien Daniel 53000 Laval,02 43 69 29 96 ,https://www.gmouv53.org/,Alain BOUSSAT,alainboussat@yahoo.fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
53000,53,Mayenne,GLEAM 53,104 Bd Brune 53000 Laval,02 43 56 62 32,https://www.le-site-de.com/gleam-laval_69674.html,Laetitia DELALANDE,laetitia.delalande@gleam53.fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
53000,53,Mayenne,GRETA du Maine,1 rue Jules Méline 53000 LAVAL,02 43 66 87 23,https://www.greta-cfa-paysdelaloire.fr,Danielle PESCHARD,danielle.peschard@ac-nantes.fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
53000,53,Mayenne,La Ligue de l'enseignement,31 Allée du Vieux Saint Louis 53000 LAVAL,02 43 53 07 17,https://laligue53.org/,Pétron Camille,camille.petron@laligue53.org,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Gratuit / Certaines conditions en fonctions des activités (affiliations  adhésion...),,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,Oui,06/02/2020,https://laligue53.org/wp-content/uploads/2018/06/logo_fal53_2014.png
53000,53,Mayenne,Mission locale de la Mayenne,Rue de la Gaucherie 53000 Laval,02 43 07 27 49,https://www.emploi-des-jeunes53.org/,Nolwenn GGUILLOUX,nolwenn.guilloux@ml53.fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
53000,53,Mayenne,Net'entr@ide,8 Impasse Haute Chiffolière 53000 Laval,09 72 14 62 19,http://net-entraide.org/,Yann LEGOFF,Yannlegoff.frizac@gmail.com,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
53000,53,Mayenne,Orange Solidarité/Fondation Orange,124  Boulevard Becquerel 53000 Laval,06 70 13 02 57,www.fondationorange.com,Picard Jean-Michel,jeanmichel.picard@orangesolidarite.com,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligne,PrMa--PrLo-PrIn-DeAd,Formations collectivesInitiationsAccompagnements collectifs,FoCo -In-AcCo,Gratuit  organisation à la demande.,G-CondP,Adultes / Familles,Tp,Non,17/03/2020,
53000,53,Mayenne,Orange Solidarité/Fondation Orange,124  Boulevard Becquerel 53000 Laval,06 70 13 02 57,www.fondationorange.com,Picard Jean-Michel,jeanmichel.picard@orangesolidarite.com, Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligne,PrMa-DeAd-PrIn-PrLo,Formations collectivesInitiationsAccompagnements collectifs,FoCo-In-AcCo,Condp,CondP,Enfants,E,Oui,17/04/20,
53000,53,Mayenne,Secours Catholique de la Mayenne,6 rue du Dr Ferron 53000 Laval,02 43 56 40 10,http://mayenne.secours-catholique.org/,Guy OGER,president.530@secours-catholique.org,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Ej,Non,,
53000,53,Mayenne,Service de prévention spécialisée 53,20  rue Victor 53000 Laval,02 43 53 78 92,https://www.inalta.fr/,Laurent BERTHO,laurent.bertho@inalta.fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Conditions particulières,CondP,JeunesDemandeurs emploi,J-De,Non,,
53000,53,Mayenne,UDAF53,26 rue des Docteurs Calmette et Guérin 53000 Laval,0243495289,www.udaf53.fr,RONDEAU GARDIE Céline,crondeaugardie@udaf53.unaf.fr,Premiers pas sur internetCulture numérique,PrIn-CuNu,InitiationsAccompagnements collectifs,In-AcCo,Gratuit Payant,G-P,Enfants / JeunesAdultes / Familles,E-J-F,Non,17/04/20,https://www.udaf53.fr/wp-content/uploads/2019/10/logo_Udaf.png
53014,53,Mayenne,Maison départementale de l’autonomie,12 quai de Bootz 53000 LAVAL,02 43 67 75 77,https://lamayenne.fr/page/la-maison-departementale-de-lautonomie,Florine DUCLOS,florine.duclos@lamayenne.fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,NR,NR,
53082,53,Mayenne,MSA Mayenne Orne Sarthe,76 Bd Lucien Daniel 53000 Laval,02 43 39 43 39,http://www.msa-mayenne-orne-sarthe.fr,Patricia GUILLET,guillet.patricia@mayenne-orne-sarthe.msa.fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,NR,NR,
53100,53,Mayenne,CCAS de Mayenne,10 Rue de Verdun 53100 Mayenne,02 43 30 21 37,https://www.ville-mayenne.fr/,Karine GABORIAUD,karine.gaboriaud@mairie-mayenne.net,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
53100,53,Mayenne,Centre départemental de la solidarité de Mayenne,4 rue réaumur 53100 Mayenne,02 43 04 12 39,https://lamayenne.fr/antenne-solidarite/centre-departemental-de-la-solidarite-de-mayenne,Nathalie VASSEUR et Mathilde COLIN,mathilde.colin@lamayenne.fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
53100,53,Mayenne,COPAINVILLE FJT et CHRS,273 rue du Fauconnier 53100 Mayenne,02 43 30 25 00,https://www.copainville.fr/,Patrick ORBAN,copainville.animation@wanadoo.fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitAbonnements,G-CondP,Tous publics,Tp,Non,,
53100,53,Mayenne,Les Possibles,44 place Gambetta 53100 Mayenne,06 66 04 76 95,www.lespossibles.org,Christophe DOUSSIN,c.doussin@lespossibles.org,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internet,PrMa-PrLo-PrIn,Formations collectivesAccompagnements individuels,FoCo-AcIn,Gratuit et en accès libre pour les accompagnements individuelsAdhésion à l'association et inscription gratuite pour les formations collectives,CondP-G,Tous publics,Tp,Non,27/02/2020,
53100,53,Mayenne,Médiathèque Jean-Loup Trassard  Le Grand Nord,1 esplanade François Mittérand 53100 Mayenne,02 43 11 19 71,http://www.legrandnord.fr/,Mauny Sabrina,mediatheque@legrandnord.fr,Culture numériqueCulture FabLabEspace de lecture et d'accès numériqueCulture numériquePrise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internet,CuNu-CuFa-LeAc-CuNu-PrMa-PrLo-PrIn-DeAd-ApLo-ApIn,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Accès à la médaithèque : Gratuit pour les habitants de Mayenne Communauté / 10€ hors Mayenne Communauté.Les postes de consultations Internet se font en autonomie. La connexion se fait grâce à un code d'accès que vous obtenez lors de votre inscription.Pour utiliser les machines à commande numérique de l'espace miniLab  vous devez être à jour de votre inscription à la médiathèqueGratuitAbonnements,G-CondP-P,Tous publics,Tp,Non,23/07/2020,
