,departement,dep_nom,Nom lieu,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
49480,49,Maine-et-Loire,Bibliothèque Maison Rouge,13 Rue Victor Hugo 49480 Verrières-en-Anjou,02 41 76 34 50,NC,NC,bibliotheque@verrieres-anjou.fr,Prise en main du matérielPrise en main des logiciels de base Premiers pas sur internet Lecture & activités,PrMa--PrLo--PrIn--LeAc,Initiations Autonomie,In- Au,Gratuit,G,Tout public,Tp,Non,,,47.521995,-0.470138,13 Rue Victor Hugo 49480 Verrières-en-Anjou,0.96,housenumber,49323_0190_00013,13,Rue Victor Hugo,,49480,Verrières-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49323,49323,Saint-Sylvain-d'Anjou,
49480,49,Maine-et-Loire,3A- Espace jeunesse / PIJ,1 Rue des Chênes 49480 Saint-Sylvain-d'Anjou ,02 41 25 10 74 ,https://www.verrieresenanjou.fr/contacts/3a-espace-jeunesse/,Elise Guyot ,NR,Démarches administratives ,DeAd,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,Enfants / Jeunes ,Ej,NR,NR,,47.525161,-0.471274,Le Chene Vert (Saint-Sylvain-d'Anjou) 49480 Verrières-en-Anjou,0.61,locality,49323_b185,,Le Chene Vert (Saint-Sylvain-d'Anjou),,49480,Verrières-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49323,49323,Saint-Sylvain-d'Anjou,
49490,49,Maine-et-Loire,Maison de services au public (MSAP) Noyant-Villages,1 Rue d'Anjou 49490 Noyant-Villages,02 41 84 13 15 ,https://www.maisondeservicesaupublic.fr/content/maison-de-services-au-public-de-noyant-villages,NR,NR,Démarches administratives,DeAd,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,NR,,47.510992,0.119136,1 Rue d'Anjou 49490 Noyant-Villages,0.95,housenumber,49228_0023_00001,1,Rue d'Anjou,,49490,Noyant-Villages,"49, Maine-et-Loire, Pays de la Loire",49228,49228,Noyant,
49500,49,Maine-et-Loire,Médiathèque Segré-en-Anjou-Bleu,39 Rue Charles de Gaulle 49500 Segré,02 41 61 15 50,http://mediatheque.segre.opac3d.fr/search.php?action=Accueil,NC,mediatheque@segreeanjoubleu.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.689843,-0.871501,39 Rue Charles de Gaulle 49500 Segré-en-Anjou Bleu,0.81,housenumber,49331_0290_00039,39,Rue Charles de Gaulle,,49500,Segré-en-Anjou Bleu,"49, Maine-et-Loire, Pays de la Loire",49331,49331,Segré,
49500,49,Maine-et-Loire,Segré - Sous-préfecture,2 Rue Lamartine 49500 Segré-en-Anjou-Bleu,02 41 94 70 60,http://www.maine-et-loire.gouv.fr/,NC,NC,Démarches administratives en ligne,DeAd,Accompagnements individuels Autonomie,AcIn- Au,Gratuit,G,Adultes / Familles,Af,Non,15/05/2020,,47.682017,-0.870165,2 Rue Lamartine 49500 Segré-en-Anjou Bleu,0.97,housenumber,49331_0790_00002,2,Rue Lamartine,,49500,Segré-en-Anjou Bleu,"49, Maine-et-Loire, Pays de la Loire",49331,49331,Segré,
49520,49,Maine-et-Loire,EPIDE-Combrée,1 Rue Chevalier d'Avoynes (Combrée) 49520 Ombrée d'Anjou,02 41 94 94 14,https://www.epide.fr/a-propos-de-lepide/nos-centres/detail-centre/?centre=13&cHash=a1f93279683534976d958cf5aebb5452,Recrutement des “volontaires” M. Marc Fivel-Demoret,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,jeunes entre 18 et 25 ans,Ej,NR,NR,,47.705572,-1.027953,1 Rue du Chevalier d'Avoynes 49420 Ombrée d'Anjou,0.72,housenumber,49103_0115_00001,1,Rue du Chevalier d'Avoynes,,49420,Ombrée d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49248,49103,Combrée,
49530,49,Maine-et-Loire,Centre SocioCulturel Rives de Loire,20 Rue FJA Chenouard 49530 Drain,02 40 98 26 76,https://rivesdeloire.centres-sociaux.fr/ateliers-multimedia/,NC,accueil@rivesdeloire.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approfondissement logiciels Approfondissement internet Culture FabLab,PrMa--PrLo--PrIn--DeAd--ApLo--ApIn--CuFa,Accompagnements collectifs Initiations  Autonomie,AcCo- In- Au,Gratuit,G,Tout public,Tp,Non,,,47.330302,-1.224278,20 Rue de Brehery (drain) 49530 Orée d'Anjou,0.42,housenumber,49069_0281_00020,20,Rue de Brehery (drain),,49530,Orée d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49069,49126,Drain,
49530,49,Maine-et-Loire,Ludothèque d'Orée-d'Anjou,4 Rue des Noues 49530 Orée-d'Anjou,02 52 59 75 90,https://www.reseaubibliotheques-oreedanjou.fr,NC,reseaubibliotheques@oreedanjou.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.334628,-1.207128,4 Rue des Noues (drain) 49530 Orée d'Anjou,0.81,housenumber,49069_0294_00004,4,Rue des Noues (drain),,49530,Orée d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49069,49126,Drain,
49600,49,Maine-et-Loire,Centre Social  Evre et Mauges - Cybercentre- France Service ,10 Rue du Sous Préfet Barre 49600 Beaupréau-en-Mauges,02 41 63 06 33,https://evreetmauges.centres-sociaux.fr/,,accueil@cs-evreetmauges.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-DeAd,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Gratuit sous condition-Payant à coût solidaire,G-CondP,Jeunes-Adultes-Personnes âgées,Tp,NR,05/02/2020,,47.156939,-1.019193,La Barre (st Philbert-en-mauges) 49600 Beaupréau-en-Mauges,0.49,street,49023_1znww9,,La Barre (st Philbert-en-mauges),,49600,Beaupréau-en-Mauges,"49, Maine-et-Loire, Pays de la Loire",49023,49312,Saint-Philbert-en-Mauges,
49610,49,Maine-et-Loire,Espace Multimédia Jean Carmet,37 Route de Nantes  49610 Mûrs-Erigné,02 41 57 81 85,http://b-a-ba.info/,NR,NR,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneConseils,PrMa-PrLo-PrIn-DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,NR,,47.401103,-0.540855,37 Route de Nantes 49610 Mûrs-Erigné,0.96,housenumber,49223_0091_00037,37,Route de Nantes,,49610,Mûrs-Erigné,"49, Maine-et-Loire, Pays de la Loire",49223,,,
49610,49,Maine-et-Loire,Hôtel de ville - Mairie de Mûrs-Érigné,5 Chemin de Bellevue 49610 Mûrs-Érigné,02 41 79 78 77,http://www.murs-erigne.fr/,NC,NC,Démarches administratives en ligne,DeAd,Accompagnements individuels,AcIn,Gratuit,G,Tout public,Tp,Non,,,47.398966,-0.537631,5 Chemin de Bellevue 49610 Mûrs-Erigné,0.96,housenumber,49223_0022_00005,5,Chemin de Bellevue,,49610,Mûrs-Erigné,"49, Maine-et-Loire, Pays de la Loire",49223,,,
49610,49,Maine-et-Loire,Médiathèque de Saint-Mélaine-sur-Aubance,5 Rue Armand Brousse 49610 Saint-Mélaine,02 41 45 30 30,https://stmelaine-pom.c3rb.org/,NC,mediatheque@saint-melaine-sur-aubance.fr,Lecture & activités,LeAc,Initiations Autonomie,In- Au,Gratuit,G,Tout public,Tp,Non,,,47.370443,-0.496965,5 Rue Armand Brousse 49610 Saint-Melaine-sur-Aubance,0.74,housenumber,49308_0002_00005,5,Rue Armand Brousse,,49610,Saint-Melaine-sur-Aubance,"49, Maine-et-Loire, Pays de la Loire",49308,,,
49620,49,Maine-et-Loire,Centre social Val'Mauges,Place du Bourg Davy (La Pommeraye) 49620 Mauges-sur-Loire,02 41 77 74 29 ,http://centresocial-valmauges.fr/,NR,val.mauges@orange.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Gratuit-Payant,G-P,Adultes-Personnes âgées,Tp,NR,05/02/2020,,47.355273,-0.85791,Place du Bourg Davy (la Pommeraye) 49410 Mauges-sur-Loire,0.86,street,49244_5enx05,,Place du Bourg Davy (la Pommeraye),,49410,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49244,La Pommeraye,
49630,49,Maine-et-Loire,Espace Public Numérique de Corné,39 Place Paul Mauget (Corné) 49630 Loire-Authion,NR,NR,NR,NR,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,NR,NR,,47.471001,-0.35024,39 Place Paul Mauget 49800 Loire-Authion,0.72,housenumber,49307_dbvezw_00039,39,Place Paul Mauget,,49800,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49106,Corné,
49630,49,Maine-et-Loire,Mairie de Mazé-Milon,Place de l’Église 49630 Mazé-Milon,02 41 80 60 19,https://www.maze-milon.fr/,NC,NC,Démarches administratives en ligne,DeAd,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.455828,-0.272738,Place de l'Église 49630 Mazé-Milon,0.95,street,49194_0040,,Place de l'Église,,49630,Mazé-Milon,"49, Maine-et-Loire, Pays de la Loire",49194,49194,Mazé,
49650,49,Maine-et-Loire,Association Micro-informatique Allonnaise (AMIA),11 Place de la mairie 49650 Allonnes,02 41 52 04 01,https://allonnesassociatifs.wordpress.com/les-associations/amia/,NC,NC,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approndissement logiciels Appronfondissement internet,PrMa--PrLo--PrIn--ApLo--ApIn,Initiations,In,Gratuit,G,Tout public,Tp,Non,,,47.293044,0.024285,Place de la Mairie 49650 Allonnes,0.87,street,49002_0110,,Place de la Mairie,,49650,Allonnes,"49, Maine-et-Loire, Pays de la Loire",49002,,,
49700,49,Maine-et-Loire,Centre socioculturel du Douessin,5 Place de Justice de Paix (Doué-la-Fontaine) 49700 Doué-en-Anjou,02 41 59 77 09,https://cscdouessin.centres-sociaux.fr/,NR,accueil@cscdouessin.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Payant,P,Adultes-Personnes âgées,Tp,NR,05/02/2020,,47.193352,-0.275522,5 Place de la Justice de Paix 49700 Doué-en-Anjou,0.75,housenumber,49125_0640_00005,5,Place de la Justice de Paix,,49700,Doué-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49125,49125,Doué-la-Fontaine,
49700,49,Maine-et-Loire,Mairie de Louresse-Rochemenier,8 Rue Principale 49700 Louresse-Rochemenier,02 41 59 13 13,https://louresse-rochemenier.fr/,NC,NC,Démarches administratives en ligne,DeAd,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.238551,-0.312083,8 Rue Principale 49700 Louresse-Rochemenier,0.95,housenumber,49182_0265_00008,8,Rue Principale,,49700,Louresse-Rochemenier,"49, Maine-et-Loire, Pays de la Loire",49182,,,
49700,49,Maine-et-Loire,Médiathèque de Doué-en-Anjou,3 Place Théophane Venard 49700 Doué-la-Fontaine,02 41 59 18 53,https://www.doue-en-anjou.fr/fr/mon-quotidien/culture/mediatheque-p274.html,NC,NC,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Culture numérique  Lecture & activités,PrMa--PrLo--PrIn--CuNu--LeAc,Accompagnements collectifs Autonomie,AcCo- Au,Gratuit,G,Tout public,Tp,Non,,,47.194578,-0.276014,3 Place Théophane Vénard 49700 Doué-en-Anjou,0.64,housenumber,49125_1260_00003,3,Place Théophane Vénard,,49700,Doué-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49125,49125,Doué-la-Fontaine,
49700,49,Maine-et-Loire,MSA Agence Saumurois/ Layon,4 Rue Saint Denis 49700 Doué-en-Anjou,02 41 31 75 35,NC,NC,NC,Démarches administratives en ligne,DeAd,Autonomie  Accompagnements individuels,AcIn- Au,Gratuit,G,Tout public,Tp,Non,,,47.19477,-0.278601,Rue Haute Saint-denis 49700 Doué-en-Anjou,0.78,street,49125_0580,,Rue Haute Saint-denis,,49700,Doué-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49125,49125,Doué-la-Fontaine,
49730,49,Maine-et-Loire,Club Informatique RAVI,10 B Rue de la Loire 49730 Varennes-sur-Loire,02 41 67 34 2702 41 53 67 65,http://ravi.varennes.pagesperso-orange.fr/,NR,ravi.varennes@orange.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,NR,NR,,47.23701,0.052695,10 bis Rue de la Loire 49730 Varennes-sur-Loire,0.88,housenumber,49361_0450_00010_bis,10 bis,Rue de la Loire,,49730,Varennes-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49361,,,
49770,49,Maine-et-Loire,CCAS Longuenée-en-Anjou,Place Eric Tabarly 49770 La Membrolles-sur-Longuenée,02 41 32 67 58,https://www.longuenee-en-anjou.fr/presentation-du-ccas/,NC,NC,Premiers pas sur internet  Culture numérique,PrIn--CuNu,Autonomie  Accompagnements individuels,AcIn- Au,Gratuit,G,Tout public,Tp,Non,,,47.56069,-0.671595,Place Eric Tabarly 49770 Longuenée-en-Anjou,0.55,street,49200_0047,,Place Eric Tabarly,,49770,Longuenée-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49200,49200,La Membrolle-sur-Longuenée,
49770,49,Maine-et-Loire,Mairie de la Meignanne,27 Rue de la Mairie 49770 La Meignanne,02 41 32 68 13,NC,NC,NC,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd,Accompagnements individuels,AcIn,Gratuit,G,Tout public,Tp,Non,,,47.519274,-0.669727,27 Rue de la Mairie 49770 Longuenée-en-Anjou,0.64,housenumber,49196_0063_00027,27,Rue de la Mairie,,49770,Longuenée-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49200,49196,La Meignanne,
49770,49,Maine-et-Loire,Mairie de la Membrolle-sur-Longuenée,Place Éric Tabarly 49770 La Membrolles-sur-Longuenée,02 41 32 67 58,https://www.longuenee-en-anjou.fr/profils/la-membrolles-sur-longuenee/,NC,NC,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd,Accompagnements individuels Inititiations,AcIn- In,Gratuit,G,Tout public,Tp,Non,,,47.56069,-0.671595,Place Eric Tabarly 49770 Longuenée-en-Anjou,0.55,street,49200_0047,,Place Eric Tabarly,,49770,Longuenée-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49200,49200,La Membrolle-sur-Longuenée,
49770,49,Maine-et-Loire,Mairie de Pruillé,Square Luc Durand 49770 Pruillé,02 41 32 67 29,NC,NC,NC,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd,Accompagnements individuels Initiations,AcIn- In,Gratuit,G,Tout public,Tp,Non,,,47.576461,-0.66327,Square des Treilles 49770 Longuenée-en-Anjou,0.39,street,49251_0061,,Square des Treilles,,49770,Longuenée-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49200,49251,Pruillé,
49770,49,Maine-et-Loire,Mairie du Plessis Macé,1 Rue d'Anjou 49770 Le Plessis-Macé,02 41 32 67 94,NC,NC,NC,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd,Accompagnements individuels Initiations,AcIn- In,Gratuit,G,Tout public,Tp,Non,,,47.543079,-0.672971,Rue d'Anjou Plessis Macé 49770 Longuenée-en-Anjou,0.82,street,49242_0082,,Rue d'Anjou Plessis Macé,,49770,Longuenée-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49200,49242,Le Plessis-Macé,
49800,49,Maine-et-Loire,AICLA,8 rue de bellevue 49800,07 83 98 18 5402 41 68 15 72,https://aicla.fr ,Maxime CADi,vlan@aicla.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Adhesion Gratuit (+ de 60 ans) Payant,CondP,Tout public Seniors ,Tp- S,Non,17/06/2020,https://www.aicla.fr/wp-content/themes/aicla/dist/images/logo/logo_aicla.svg,47.47356,-0.346683,Rue de Bellevue 49800 Loire-Authion,0.88,street,49106_0022,,Rue de Bellevue,,49800,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49106,Corné,
49800,49,Maine-et-Loire,Association Vivre ensemble,61 Rue de Valongo 49800 Trélazé,02 41 34 18 34,https://vivre-ensemble-trelaze.centres-sociaux.fr/,NC,vivre-ensemble@wanadoo.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Culture numérique,PrMa--PrLo--PrIn--CuNu,Accompagnements individuels Accompagnements collectifs,AcCo- AcIn,Gratuit,G,Tout public,Tp,Non,,,47.448222,-0.46827,61 Rue de Valongo 49800 Trélazé,0.96,housenumber,49353_1042_00061,61,Rue de Valongo,,49800,Trélazé,"49, Maine-et-Loire, Pays de la Loire",49353,,,
49800,49,Maine-et-Loire,Bibliothèque Au Fil des Mots,Rue Ligérienne 49800 La Daguenière,02 41 95 88 5607 83 98 18 54,http://mediatheques-loire-authion.fr/?id_profil=42www.aicla.fr ,CADI Maxime,bm.la.dagueniere@gmail.comvlan@aicla.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Initiations / Formations :Adhésion obligatoire :15€/an/familles de Loire-Authion20€/an/familles hors Loire-Authion30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).10€/an/individuel pour les + 60 ansTarif Activité  se renseigner auprès de l'animateur.,P,Tout public,Tp,Non,,,47.419407,-0.436475,Rue Ligerienne (La Daguenière) 49800 Loire-Authion,0.92,street,49117_0026,,Rue Ligerienne (La Daguenière),,49800,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49117,La Daguenière,
49800,49,Maine-et-Loire,Bibliothèque Entre Loire et Authion,Rue de la Salette - 49800 La Bohalle - Loire-Authion,07 83 98 18 5402 41 74 69 24,www.aicla.fr http://mediatheques-loire-authion.fr/?id_profil=41,CADI Maxime,vlan@aicla.frbiblio-labohalle@laposte.net,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Initiations / Formations :Adhésion obligatoire :15€/an/familles de Loire-Authion20€/an/familles hors Loire-Authion30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).10€/an/individuel pour les + 60 ansTarif Activité  se renseigner auprès de l'animateur.,,Tous publics,Tp,Demande d'éligibilité en cours,27/02/2020,,47.423279,-0.391116,Rue de la Sallette 49800 Loire-Authion,0.76,street,49032_0087,,Rue de la Sallette,,49800,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49032,La Bohalle,
49800,49,Maine-et-Loire,Médiathèque Au Fil des Pages,Espace Culturel  9 rue du Parc - 49800 Andard - Loire-Authion,07 83 98 18 54,www.aicla.fr ,CADI Maxime,vlan@aicla.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Initiations / Formations :Adhésion obligatoire :15€/an/familles de Loire-Authion20€/an/familles hors Loire-Authion30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).10€/an/individuel pour les + 60 ansTarif Activité  se renseigner auprès de l'animateur.,,Tous publics,Tp,Demande d'éligibilité en cours,27/02/2024,,47.456448,-0.397234,9 Rue du Parc 49800 Loire-Authion,0.59,housenumber,49004_0047_00009,9,Rue du Parc,,49800,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49004,Andard,
